id,nome,ingredientes,modo_preparo,tempo_preparo,dificuldade,categoria,deleted
494,Torta Cremoso,"carne moída, farinha de trigo, cebola, tomate, pimenta do reino",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Deixe esfriar antes de desenformar e finalizar com o recheio. Misture todos os ingredientes secos em uma tigela grande. Sirva quente com acompanhamento de sua preferência. Refogue o alho e a cebola no azeite até dourarem.,83,Média,Lanche,False
495,Sopa Cremoso,"batata, carne moída, alho, sal, fermento em pó, azeite, ovos, arroz, manjericão, farinha de trigo",Adicione o leite e a manteiga derretida à mistura. Refogue o alho e a cebola no azeite até dourarem. Bata os ovos com o açúcar até formar um creme claro. Leve ao forno pré-aquecido a 180°C por 30 minutos.,81,Média,Lanche,False
496,Mousse Especial,"ovos, pimenta do reino, azeite, creme de leite, carne moída, leite condensado, cebola",Leve ao forno pré-aquecido a 180°C por 30 minutos. Despeje a massa em uma forma untada e enfarinhada. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Misture todos os ingredientes secos em uma tigela grande. Refogue o alho e a cebola no azeite até dourarem.,77,Fácil,Lanche,False
497,Torta Cremoso,"sal, manjericão, tomate, fermento em pó, feijão, leite, creme de leite, azeite",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Sirva quente com acompanhamento de sua preferência. Despeje a massa em uma forma untada e enfarinhada.,101,Fácil,Sobremesa,False
498,Mousse Simples,"ovos, cebola, leite, carne moída, leite condensado, manteiga, frango desfiado",Sirva quente com acompanhamento de sua preferência. Deixe esfriar antes de desenformar e finalizar com o recheio. Adicione o leite e a manteiga derretida à mistura. Despeje a massa em uma forma untada e enfarinhada. Leve ao forno pré-aquecido a 180°C por 30 minutos.,87,Média,Entrada,False
499,Mousse Cremoso,"pimenta do reino, azeite, alho, sal, ovos",Bata os ovos com o açúcar até formar um creme claro. Deixe esfriar antes de desenformar e finalizar com o recheio. Sirva quente com acompanhamento de sua preferência. Leve ao forno pré-aquecido a 180°C por 30 minutos.,104,Difícil,Lanche,False
500,Frango na Manteiga,"alho, chocolate em pó, creme de leite, arroz, tomate, leite",Leve ao forno pré-aquecido a 180°C por 30 minutos. Misture todos os ingredientes secos em uma tigela grande. Bata os ovos com o açúcar até formar um creme claro. Despeje a massa em uma forma untada e enfarinhada. Refogue o alho e a cebola no azeite até dourarem.,47,Difícil,Lanche,False
501,Bolo Simples,"manjericão, ovos, leite, azeite, farinha de trigo",Incorpore a farinha aos poucos e misture bem. Sirva quente com acompanhamento de sua preferência. Bata os ovos com o açúcar até formar um creme claro. Deixe esfriar antes de desenformar e finalizar com o recheio.,32,Difícil,Lanche,False
502,Pudim com Cobertura,"batata, manjericão, frango desfiado, queijo muçarela, manteiga, farinha de trigo",Bata os ovos com o açúcar até formar um creme claro. Refogue o alho e a cebola no azeite até dourarem. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Leve ao forno pré-aquecido a 180°C por 30 minutos. Deixe esfriar antes de desenformar e finalizar com o recheio.,52,Fácil,Entrada,False
503,Pudim Simples,"alho, tomate, açúcar, arroz, leite, azeite, carne moída, farinha de trigo",Incorpore a farinha aos poucos e misture bem. Bata os ovos com o açúcar até formar um creme claro. Sirva quente com acompanhamento de sua preferência. Leve ao forno pré-aquecido a 180°C por 30 minutos.,70,Média,Sobremesa,False
504,Feijoada Rápida,"leite, cebola, carne moída, fermento em pó, arroz, manteiga, queijo muçarela, feijão",Bata os ovos com o açúcar até formar um creme claro. Incorpore a farinha aos poucos e misture bem. Misture todos os ingredientes secos em uma tigela grande.,87,Difícil,Sobremesa,False
505,Pudim Especial,"carne moída, arroz, alho, tomate, queijo muçarela, frango desfiado, farinha de trigo, batata, azeite, chocolate em pó",Deixe esfriar antes de desenformar e finalizar com o recheio. Despeje a massa em uma forma untada e enfarinhada. Adicione o leite e a manteiga derretida à mistura. Leve ao forno pré-aquecido a 180°C por 30 minutos. Misture todos os ingredientes secos em uma tigela grande.,54,Média,Sobremesa,False
506,Bolo de Chocolate,"pimenta do reino, batata, frango desfiado, açúcar, tomate, feijão",Sirva quente com acompanhamento de sua preferência. Bata os ovos com o açúcar até formar um creme claro. Adicione o leite e a manteiga derretida à mistura. Misture todos os ingredientes secos em uma tigela grande.,52,Média,Prato Principal,False
507,Feijoada Cremoso,"alho, cebola, creme de leite, manjericão, azeite, fermento em pó, leite condensado, ovos, batata",Bata os ovos com o açúcar até formar um creme claro. Despeje a massa em uma forma untada e enfarinhada. Incorpore a farinha aos poucos e misture bem. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Deixe esfriar antes de desenformar e finalizar com o recheio.,54,Fácil,Entrada,False
508,Bolo na Manteiga,"manjericão, carne moída, creme de leite, açúcar, queijo muçarela, leite condensado, ovos, arroz, farinha de trigo",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Sirva quente com acompanhamento de sua preferência. Incorpore a farinha aos poucos e misture bem.,29,Média,Sobremesa,False
509,Feijoada Especial,"azeite, manjericão, ovos, fermento em pó, feijão, pimenta do reino, creme de leite, leite, alho",Deixe esfriar antes de desenformar e finalizar com o recheio. Refogue o alho e a cebola no azeite até dourarem. Sirva quente com acompanhamento de sua preferência.,17,Média,Sobremesa,False
510,Bolo Simples,"leite, ovos, creme de leite, queijo muçarela, tomate, manteiga, leite condensado",Leve ao forno pré-aquecido a 180°C por 30 minutos. Deixe esfriar antes de desenformar e finalizar com o recheio. Incorpore a farinha aos poucos e misture bem.,29,Fácil,Lanche,False
511,Torta Simples,"tomate, frango desfiado, fermento em pó, sal, chocolate em pó, alho, arroz, leite condensado, farinha de trigo",Adicione o leite e a manteiga derretida à mistura. Bata os ovos com o açúcar até formar um creme claro. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Despeje a massa em uma forma untada e enfarinhada.,28,Difícil,Sobremesa,False
512,Bolo Cremoso,"açúcar, fermento em pó, creme de leite, queijo muçarela, cebola",Incorpore a farinha aos poucos e misture bem. Leve ao forno pré-aquecido a 180°C por 30 minutos. Despeje a massa em uma forma untada e enfarinhada.,57,Difícil,Entrada,False
513,Peixe Cremoso,"açúcar, sal, alho, creme de leite, leite",Despeje a massa em uma forma untada e enfarinhada. Incorpore a farinha aos poucos e misture bem. Sirva quente com acompanhamento de sua preferência. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,69,Difícil,Entrada,False
514,Feijoada da Vovó,"leite, pimenta do reino, alho, ovos, frango desfiado",Bata os ovos com o açúcar até formar um creme claro. Incorpore a farinha aos poucos e misture bem. Misture todos os ingredientes secos em uma tigela grande.,65,Média,Entrada,False
515,Salada Cremoso,"fermento em pó, sal, arroz, azeite, farinha de trigo, cebola",Leve ao forno pré-aquecido a 180°C por 30 minutos. Misture todos os ingredientes secos em uma tigela grande. Refogue o alho e a cebola no azeite até dourarem. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,95,Fácil,Lanche,False
516,Salada Simples,"manteiga, feijão, tomate, arroz, pimenta do reino",Adicione o leite e a manteiga derretida à mistura. Despeje a massa em uma forma untada e enfarinhada. Refogue o alho e a cebola no azeite até dourarem. Sirva quente com acompanhamento de sua preferência.,28,Difícil,Prato Principal,False
517,Feijoada da Vovó,"fermento em pó, feijão, manjericão, carne moída, cebola, sal",Sirva quente com acompanhamento de sua preferência. Bata os ovos com o açúcar até formar um creme claro. Leve ao forno pré-aquecido a 180°C por 30 minutos. Incorpore a farinha aos poucos e misture bem. Misture todos os ingredientes secos em uma tigela grande.,29,Difícil,Prato Principal,False
518,Feijoada Especial,"queijo muçarela, manjericão, batata, cebola, carne moída, fermento em pó, sal, creme de leite, manteiga",Leve ao forno pré-aquecido a 180°C por 30 minutos. Refogue o alho e a cebola no azeite até dourarem. Bata os ovos com o açúcar até formar um creme claro.,65,Média,Prato Principal,False
519,Pudim com Cobertura,"carne moída, leite condensado, queijo muçarela, fermento em pó, farinha de trigo, batata, manjericão",Deixe esfriar antes de desenformar e finalizar com o recheio. Sirva quente com acompanhamento de sua preferência. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,73,Fácil,Prato Principal,False
520,Sopa com Cobertura,"ovos, sal, farinha de trigo, queijo muçarela, frango desfiado, batata, azeite, fermento em pó",Sirva quente com acompanhamento de sua preferência. Deixe esfriar antes de desenformar e finalizar com o recheio. Bata os ovos com o açúcar até formar um creme claro. Despeje a massa em uma forma untada e enfarinhada.,110,Média,Entrada,False
521,Bolo da Vovó,"arroz, leite condensado, farinha de trigo, alho, fermento em pó, batata, feijão, pimenta do reino, cebola",Adicione o leite e a manteiga derretida à mistura. Incorpore a farinha aos poucos e misture bem. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Sirva quente com acompanhamento de sua preferência.,74,Fácil,Sobremesa,False
522,Torta Simples,"manjericão, frango desfiado, fermento em pó, açúcar, feijão, leite condensado, leite, azeite, alho, carne moída",Incorpore a farinha aos poucos e misture bem. Sirva quente com acompanhamento de sua preferência. Misture todos os ingredientes secos em uma tigela grande. Leve ao forno pré-aquecido a 180°C por 30 minutos.,55,Fácil,Prato Principal,False
523,Torta Especial,"leite condensado, chocolate em pó, batata, tomate, frango desfiado, feijão, manteiga, sal, azeite",Refogue o alho e a cebola no azeite até dourarem. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Incorpore a farinha aos poucos e misture bem. Despeje a massa em uma forma untada e enfarinhada.,106,Difícil,Prato Principal,False
524,Feijoada Especial,"sal, farinha de trigo, fermento em pó, azeite, carne moída, queijo muçarela, manteiga, leite condensado, batata",Sirva quente com acompanhamento de sua preferência. Despeje a massa em uma forma untada e enfarinhada. Deixe esfriar antes de desenformar e finalizar com o recheio.,81,Difícil,Entrada,False
525,Sopa Rápida,"sal, manteiga, fermento em pó, queijo muçarela, farinha de trigo, carne moída, frango desfiado, batata, cebola, tomate",Misture todos os ingredientes secos em uma tigela grande. Deixe esfriar antes de desenformar e finalizar com o recheio. Sirva quente com acompanhamento de sua preferência.,50,Média,Sobremesa,False
526,Frango com Cobertura,"azeite, creme de leite, queijo muçarela, sal, feijão, pimenta do reino, batata, alho",Adicione o leite e a manteiga derretida à mistura. Sirva quente com acompanhamento de sua preferência. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,70,Fácil,Lanche,False
527,Sopa Cremoso,"sal, azeite, carne moída, farinha de trigo, leite, creme de leite, açúcar, alho",Adicione o leite e a manteiga derretida à mistura. Despeje a massa em uma forma untada e enfarinhada. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,106,Difícil,Entrada,False
528,Feijoada Rápida,"pimenta do reino, leite condensado, manjericão, feijão, arroz, creme de leite, açúcar, tomate",Bata os ovos com o açúcar até formar um creme claro. Leve ao forno pré-aquecido a 180°C por 30 minutos. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,80,Difícil,Sobremesa,False
529,Pudim Simples,"chocolate em pó, sal, leite condensado, açúcar, farinha de trigo, manteiga, creme de leite, queijo muçarela, tomate",Bata os ovos com o açúcar até formar um creme claro. Sirva quente com acompanhamento de sua preferência. Despeje a massa em uma forma untada e enfarinhada.,47,Fácil,Sobremesa,False
530,Salada com Cobertura,"sal, carne moída, queijo muçarela, frango desfiado, chocolate em pó, cebola, alho, ovos, azeite",Misture todos os ingredientes secos em uma tigela grande. Deixe esfriar antes de desenformar e finalizar com o recheio. Sirva quente com acompanhamento de sua preferência. Adicione o leite e a manteiga derretida à mistura. Despeje a massa em uma forma untada e enfarinhada.,69,Fácil,Sobremesa,False
531,Pudim Especial,"leite condensado, leite, queijo muçarela, cebola, carne moída, arroz",Misture todos os ingredientes secos em uma tigela grande. Leve ao forno pré-aquecido a 180°C por 30 minutos. Refogue o alho e a cebola no azeite até dourarem. Despeje a massa em uma forma untada e enfarinhada.,30,Fácil,Sobremesa,False
532,Bolo Especial,"sal, feijão, queijo muçarela, azeite, farinha de trigo, cebola, ovos, açúcar, pimenta do reino, tomate",Leve ao forno pré-aquecido a 180°C por 30 minutos. Incorpore a farinha aos poucos e misture bem. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,47,Média,Sobremesa,False
533,Torta Simples,"batata, feijão, tomate, creme de leite, chocolate em pó, leite condensado, azeite",Incorpore a farinha aos poucos e misture bem. Bata os ovos com o açúcar até formar um creme claro. Sirva quente com acompanhamento de sua preferência. Adicione o leite e a manteiga derretida à mistura. Leve ao forno pré-aquecido a 180°C por 30 minutos.,54,Média,Entrada,False
534,Escondidinho Especial,"frango desfiado, azeite, sal, leite, leite condensado, carne moída",Incorpore a farinha aos poucos e misture bem. Bata os ovos com o açúcar até formar um creme claro. Refogue o alho e a cebola no azeite até dourarem. Leve ao forno pré-aquecido a 180°C por 30 minutos.,14,Fácil,Lanche,False
535,Peixe Simples,"creme de leite, queijo muçarela, chocolate em pó, pimenta do reino, frango desfiado",Bata os ovos com o açúcar até formar um creme claro. Refogue o alho e a cebola no azeite até dourarem. Misture todos os ingredientes secos em uma tigela grande. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Despeje a massa em uma forma untada e enfarinhada.,87,Média,Sobremesa,False
536,Pudim com Cobertura,"carne moída, chocolate em pó, tomate, arroz, açúcar, fermento em pó, feijão, ovos, frango desfiado, farinha de trigo",Misture todos os ingredientes secos em uma tigela grande. Refogue o alho e a cebola no azeite até dourarem. Adicione o leite e a manteiga derretida à mistura. Incorpore a farinha aos poucos e misture bem.,66,Fácil,Lanche,False
537,Peixe da Vovó,"açúcar, tomate, carne moída, chocolate em pó, sal, manteiga, feijão, leite condensado, farinha de trigo, queijo muçarela",Adicione o leite e a manteiga derretida à mistura. Incorpore a farinha aos poucos e misture bem. Bata os ovos com o açúcar até formar um creme claro. Despeje a massa em uma forma untada e enfarinhada. Leve ao forno pré-aquecido a 180°C por 30 minutos.,39,Fácil,Lanche,False
538,Escondidinho Especial,"manjericão, pimenta do reino, batata, leite, feijão, leite condensado, fermento em pó, queijo muçarela, azeite, manteiga",Deixe esfriar antes de desenformar e finalizar com o recheio. Adicione o leite e a manteiga derretida à mistura. Sirva quente com acompanhamento de sua preferência. Despeje a massa em uma forma untada e enfarinhada.,36,Média,Lanche,False
539,Mousse Especial,"tomate, creme de leite, leite condensado, cebola, leite, queijo muçarela, chocolate em pó, carne moída",Bata os ovos com o açúcar até formar um creme claro. Despeje a massa em uma forma untada e enfarinhada. Incorpore a farinha aos poucos e misture bem. Sirva quente com acompanhamento de sua preferência. Deixe esfriar antes de desenformar e finalizar com o recheio.,43,Fácil,Entrada,False
540,Pudim da Vovó,"creme de leite, leite, leite condensado, tomate, arroz",Despeje a massa em uma forma untada e enfarinhada. Refogue o alho e a cebola no azeite até dourarem. Adicione o leite e a manteiga derretida à mistura. Sirva quente com acompanhamento de sua preferência.,52,Média,Prato Principal,False
541,Feijoada Simples,"azeite, batata, chocolate em pó, leite, fermento em pó",Adicione o leite e a manteiga derretida à mistura. Deixe esfriar antes de desenformar e finalizar com o recheio. Incorpore a farinha aos poucos e misture bem. Bata os ovos com o açúcar até formar um creme claro. Misture todos os ingredientes secos em uma tigela grande.,86,Média,Lanche,False
542,Frango da Vovó,"farinha de trigo, feijão, ovos, pimenta do reino, creme de leite, açúcar, leite condensado, carne moída",Deixe esfriar antes de desenformar e finalizar com o recheio. Adicione o leite e a manteiga derretida à mistura. Despeje a massa em uma forma untada e enfarinhada.,19,Difícil,Entrada,False
543,Escondidinho Cremoso,"carne moída, farinha de trigo, chocolate em pó, alho, feijão, creme de leite",Sirva quente com acompanhamento de sua preferência. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Adicione o leite e a manteiga derretida à mistura.,92,Média,Prato Principal,False
544,Frango Cremoso,"azeite, chocolate em pó, tomate, feijão, arroz, fermento em pó, sal, carne moída",Deixe esfriar antes de desenformar e finalizar com o recheio. Despeje a massa em uma forma untada e enfarinhada. Refogue o alho e a cebola no azeite até dourarem. Bata os ovos com o açúcar até formar um creme claro. Adicione o leite e a manteiga derretida à mistura.,17,Fácil,Prato Principal,False
545,Frango Especial,"creme de leite, frango desfiado, farinha de trigo, pimenta do reino, carne moída, chocolate em pó, ovos",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Leve ao forno pré-aquecido a 180°C por 30 minutos. Sirva quente com acompanhamento de sua preferência. Bata os ovos com o açúcar até formar um creme claro. Incorpore a farinha aos poucos e misture bem.,98,Média,Sobremesa,False
546,Pudim da Vovó,"queijo muçarela, manjericão, cebola, batata, manteiga, carne moída",Bata os ovos com o açúcar até formar um creme claro. Adicione o leite e a manteiga derretida à mistura. Refogue o alho e a cebola no azeite até dourarem.,35,Média,Sobremesa,False
547,Peixe Rápida,"creme de leite, manjericão, pimenta do reino, açúcar, leite, alho, frango desfiado",Bata os ovos com o açúcar até formar um creme claro. Leve ao forno pré-aquecido a 180°C por 30 minutos. Refogue o alho e a cebola no azeite até dourarem.,100,Difícil,Entrada,False
548,Escondidinho Rápida,"frango desfiado, leite, fermento em pó, queijo muçarela, ovos, tomate, batata",Despeje a massa em uma forma untada e enfarinhada. Sirva quente com acompanhamento de sua preferência. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,70,Fácil,Entrada,False
549,Salada com Cobertura,"frango desfiado, tomate, manteiga, azeite, arroz, fermento em pó, carne moída, feijão",Deixe esfriar antes de desenformar e finalizar com o recheio. Misture todos os ingredientes secos em uma tigela grande. Refogue o alho e a cebola no azeite até dourarem.,88,Difícil,Lanche,False
550,Salada na Manteiga,"feijão, fermento em pó, carne moída, açúcar, tomate, alho, manteiga, frango desfiado, creme de leite",Bata os ovos com o açúcar até formar um creme claro. Leve ao forno pré-aquecido a 180°C por 30 minutos. Misture todos os ingredientes secos em uma tigela grande. Adicione o leite e a manteiga derretida à mistura.,75,Difícil,Entrada,False
551,Salada com Cobertura,"pimenta do reino, cebola, manjericão, leite, carne moída, creme de leite, tomate, chocolate em pó, batata, feijão",Refogue o alho e a cebola no azeite até dourarem. Bata os ovos com o açúcar até formar um creme claro. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Incorpore a farinha aos poucos e misture bem.,35,Fácil,Lanche,False
552,Bolo Rápida,"tomate, cebola, sal, ovos, batata, queijo muçarela, açúcar, alho, carne moída",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Refogue o alho e a cebola no azeite até dourarem. Incorpore a farinha aos poucos e misture bem. Bata os ovos com o açúcar até formar um creme claro. Despeje a massa em uma forma untada e enfarinhada.,91,Média,Sobremesa,False
553,Mousse Especial,"farinha de trigo, tomate, açúcar, batata, carne moída, manjericão, fermento em pó, azeite, frango desfiado, chocolate em pó",Despeje a massa em uma forma untada e enfarinhada. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Refogue o alho e a cebola no azeite até dourarem. Deixe esfriar antes de desenformar e finalizar com o recheio.,73,Fácil,Sobremesa,False
554,Salada Simples,"leite condensado, farinha de trigo, manteiga, queijo muçarela, açúcar, chocolate em pó, azeite, ovos",Leve ao forno pré-aquecido a 180°C por 30 minutos. Despeje a massa em uma forma untada e enfarinhada. Deixe esfriar antes de desenformar e finalizar com o recheio. Bata os ovos com o açúcar até formar um creme claro. Adicione o leite e a manteiga derretida à mistura.,31,Difícil,Prato Principal,False
555,Mousse da Vovó,"cebola, leite condensado, alho, carne moída, creme de leite, chocolate em pó, leite",Refogue o alho e a cebola no azeite até dourarem. Despeje a massa em uma forma untada e enfarinhada. Deixe esfriar antes de desenformar e finalizar com o recheio. Sirva quente com acompanhamento de sua preferência.,93,Fácil,Sobremesa,False
556,Pudim Especial,"tomate, manteiga, arroz, frango desfiado, feijão",Refogue o alho e a cebola no azeite até dourarem. Leve ao forno pré-aquecido a 180°C por 30 minutos. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Incorpore a farinha aos poucos e misture bem. Misture todos os ingredientes secos em uma tigela grande.,118,Fácil,Entrada,False
557,Sopa com Cobertura,"leite condensado, açúcar, manjericão, cebola, batata",Incorpore a farinha aos poucos e misture bem. Deixe esfriar antes de desenformar e finalizar com o recheio. Bata os ovos com o açúcar até formar um creme claro. Leve ao forno pré-aquecido a 180°C por 30 minutos. Adicione o leite e a manteiga derretida à mistura.,73,Fácil,Sobremesa,False
558,Sopa na Manteiga,"arroz, creme de leite, ovos, açúcar, leite condensado, leite",Incorpore a farinha aos poucos e misture bem. Bata os ovos com o açúcar até formar um creme claro. Leve ao forno pré-aquecido a 180°C por 30 minutos. Sirva quente com acompanhamento de sua preferência.,90,Média,Lanche,False
559,Peixe Especial,"manjericão, azeite, pimenta do reino, manteiga, leite condensado, leite, açúcar, chocolate em pó",Incorpore a farinha aos poucos e misture bem. Bata os ovos com o açúcar até formar um creme claro. Deixe esfriar antes de desenformar e finalizar com o recheio.,91,Fácil,Prato Principal,False
560,Sopa na Manteiga,"creme de leite, cebola, fermento em pó, farinha de trigo, manjericão, alho",Leve ao forno pré-aquecido a 180°C por 30 minutos. Refogue o alho e a cebola no azeite até dourarem. Despeje a massa em uma forma untada e enfarinhada. Sirva quente com acompanhamento de sua preferência.,30,Média,Sobremesa,False
561,Escondidinho na Manteiga,"frango desfiado, pimenta do reino, feijão, alho, leite",Adicione o leite e a manteiga derretida à mistura. Leve ao forno pré-aquecido a 180°C por 30 minutos. Despeje a massa em uma forma untada e enfarinhada.,92,Difícil,Prato Principal,False
562,Mousse na Manteiga,"batata, creme de leite, alho, manjericão, tomate, cebola",Bata os ovos com o açúcar até formar um creme claro. Sirva quente com acompanhamento de sua preferência. Refogue o alho e a cebola no azeite até dourarem. Despeje a massa em uma forma untada e enfarinhada. Leve ao forno pré-aquecido a 180°C por 30 minutos.,48,Difícil,Lanche,False
563,Peixe com Cobertura,"cebola, sal, manjericão, tomate, ovos, leite, queijo muçarela, arroz, farinha de trigo, feijão",Misture todos os ingredientes secos em uma tigela grande. Sirva quente com acompanhamento de sua preferência. Incorpore a farinha aos poucos e misture bem.,111,Fácil,Entrada,False
564,Feijoada Rápida,"creme de leite, manjericão, manteiga, leite condensado, azeite, leite, ovos, sal, tomate, queijo muçarela",Adicione o leite e a manteiga derretida à mistura. Deixe esfriar antes de desenformar e finalizar com o recheio. Despeje a massa em uma forma untada e enfarinhada. Refogue o alho e a cebola no azeite até dourarem.,56,Média,Prato Principal,False
565,Feijoada com Cobertura,"creme de leite, manteiga, arroz, leite condensado, batata, açúcar, sal, ovos, pimenta do reino, manjericão",Despeje a massa em uma forma untada e enfarinhada. Misture todos os ingredientes secos em uma tigela grande. Leve ao forno pré-aquecido a 180°C por 30 minutos. Deixe esfriar antes de desenformar e finalizar com o recheio. Adicione o leite e a manteiga derretida à mistura.,94,Média,Sobremesa,False
566,Mousse Simples,"alho, arroz, açúcar, feijão, fermento em pó, chocolate em pó, leite, frango desfiado",Misture todos os ingredientes secos em uma tigela grande. Despeje a massa em uma forma untada e enfarinhada. Adicione o leite e a manteiga derretida à mistura.,105,Difícil,Sobremesa,False
567,Escondidinho da Vovó,"sal, feijão, chocolate em pó, pimenta do reino, azeite, leite, fermento em pó, batata, manteiga, queijo muçarela",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Bata os ovos com o açúcar até formar um creme claro. Incorpore a farinha aos poucos e misture bem. Misture todos os ingredientes secos em uma tigela grande.,11,Fácil,Sobremesa,False
568,Peixe na Manteiga,"leite condensado, arroz, fermento em pó, creme de leite, pimenta do reino, farinha de trigo, queijo muçarela, feijão, sal",Incorpore a farinha aos poucos e misture bem. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Refogue o alho e a cebola no azeite até dourarem. Sirva quente com acompanhamento de sua preferência.,104,Fácil,Sobremesa,False
569,Peixe da Vovó,"farinha de trigo, ovos, fermento em pó, manjericão, cebola",Incorpore a farinha aos poucos e misture bem. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Refogue o alho e a cebola no azeite até dourarem.,60,Média,Lanche,False
570,Feijoada Rápida,"tomate, manjericão, leite, arroz, queijo muçarela, feijão",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Deixe esfriar antes de desenformar e finalizar com o recheio. Bata os ovos com o açúcar até formar um creme claro.,118,Média,Sobremesa,False
571,Pudim da Vovó,"carne moída, fermento em pó, açúcar, batata, cebola, chocolate em pó, tomate, farinha de trigo, sal",Sirva quente com acompanhamento de sua preferência. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Refogue o alho e a cebola no azeite até dourarem. Bata os ovos com o açúcar até formar um creme claro. Leve ao forno pré-aquecido a 180°C por 30 minutos.,100,Fácil,Sobremesa,False
572,Pudim de Chocolate,"carne moída, pimenta do reino, chocolate em pó, batata, arroz, alho",Deixe esfriar antes de desenformar e finalizar com o recheio. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Leve ao forno pré-aquecido a 180°C por 30 minutos. Incorpore a farinha aos poucos e misture bem.,80,Difícil,Sobremesa,False
573,Frango na Manteiga,"frango desfiado, ovos, chocolate em pó, alho, tomate",Despeje a massa em uma forma untada e enfarinhada. Leve ao forno pré-aquecido a 180°C por 30 minutos. Adicione o leite e a manteiga derretida à mistura. Incorpore a farinha aos poucos e misture bem. Refogue o alho e a cebola no azeite até dourarem.,72,Fácil,Prato Principal,False
574,Bolo Especial,"frango desfiado, ovos, azeite, leite condensado, carne moída",Misture todos os ingredientes secos em uma tigela grande. Deixe esfriar antes de desenformar e finalizar com o recheio. Despeje a massa em uma forma untada e enfarinhada. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,37,Difícil,Sobremesa,False
575,Frango Cremoso,"frango desfiado, creme de leite, cebola, azeite, manjericão, pimenta do reino, arroz, chocolate em pó, açúcar, batata",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Incorpore a farinha aos poucos e misture bem. Misture todos os ingredientes secos em uma tigela grande.,107,Difícil,Lanche,False
576,Torta Especial,"manteiga, chocolate em pó, alho, arroz, leite, farinha de trigo, feijão",Leve ao forno pré-aquecido a 180°C por 30 minutos. Incorpore a farinha aos poucos e misture bem. Adicione o leite e a manteiga derretida à mistura.,61,Fácil,Entrada,False
577,Salada Cremoso,"azeite, carne moída, leite, leite condensado, sal, creme de leite, farinha de trigo, ovos, manjericão, frango desfiado",Sirva quente com acompanhamento de sua preferência. Incorpore a farinha aos poucos e misture bem. Adicione o leite e a manteiga derretida à mistura. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,72,Difícil,Prato Principal,False
578,Torta Especial,"tomate, creme de leite, batata, azeite, manteiga, alho, feijão, sal",Refogue o alho e a cebola no azeite até dourarem. Bata os ovos com o açúcar até formar um creme claro. Adicione o leite e a manteiga derretida à mistura. Sirva quente com acompanhamento de sua preferência. Despeje a massa em uma forma untada e enfarinhada.,115,Média,Entrada,False
579,Salada de Chocolate,"leite condensado, frango desfiado, alho, cebola, creme de leite, farinha de trigo, feijão, arroz, fermento em pó",Sirva quente com acompanhamento de sua preferência. Deixe esfriar antes de desenformar e finalizar com o recheio. Incorpore a farinha aos poucos e misture bem.,56,Média,Lanche,False
580,Salada Simples,"arroz, açúcar, manteiga, fermento em pó, farinha de trigo, feijão, alho, leite, carne moída, chocolate em pó",Incorpore a farinha aos poucos e misture bem. Bata os ovos com o açúcar até formar um creme claro. Adicione o leite e a manteiga derretida à mistura.,22,Fácil,Prato Principal,False
581,Peixe Rápida,"feijão, fermento em pó, carne moída, tomate, chocolate em pó, manjericão, queijo muçarela, cebola, leite condensado, farinha de trigo",Adicione o leite e a manteiga derretida à mistura. Despeje a massa em uma forma untada e enfarinhada. Incorpore a farinha aos poucos e misture bem. Deixe esfriar antes de desenformar e finalizar com o recheio. Sirva quente com acompanhamento de sua preferência.,82,Média,Sobremesa,False
